sale_date,product_id,quantity_sold,total_price,product_name,category,stock_quantity,unit_price,customer_id,name,created_at
2024-10-10,18,1,20.0,Potatoes,Vegetables,350,20.0,6,Frank Harris,2025-02-20 16:48:00
2024-10-21,18,5,100.0,Potatoes,Vegetables,350,20.0,13,Mia Scott,2025-02-20 16:48:00
2024-10-08,18,1,20.0,Potatoes,Vegetables,350,20.0,26,Zachary Bennett,2025-02-20 16:48:00
2024-10-26,18,2,40.0,Potatoes,Vegetables,350,20.0,35,Ian Porter,2025-02-20 17:12:13
2024-09-10,18,1,20.0,Potatoes,Vegetables,350,20.0,6,Frank Harris,2025-02-20 16:48:00
2024-09-21,18,5,100.0,Potatoes,Vegetables,350,20.0,13,Mia Scott,2025-02-20 16:48:00
2024-09-10,18,1,20.0,Potatoes,Vegetables,350,20.0,26,Zachary Bennett,2025-02-20 16:48:00
2024-09-28,18,2,40.0,Potatoes,Vegetables,350,20.0,35,Ian Porter,2025-02-20 17:12:13
2024-09-09,18,2,40.0,Potatoes,Vegetables,350,20.0,9,Isabella Hall,2025-02-20 16:48:00
2024-09-27,18,2,40.0,Potatoes,Vegetables,350,20.0,27,Amber Cox,2025-02-20 16:48:00
2024-08-09,18,2,40.0,Potatoes,Vegetables,350,20.0,9,Isabella Hall,2025-02-20 16:48:00
2024-08-27,18,2,40.0,Potatoes,Vegetables,350,20.0,27,Amber Cox,2025-02-20 16:48:00
2024-08-27,18,3,60.0,Potatoes,Vegetables,350,20.0,9,Isabella Hall,2025-02-20 16:48:00
2024-08-03,18,2,40.0,Potatoes,Vegetables,350,20.0,27,Amber Cox,2025-02-20 16:48:00
2024-08-09,18,3,60.0,Potatoes,Vegetables,350,20.0,9,Isabella Hall,2025-02-20 16:48:00
2024-08-27,18,2,40.0,Potatoes,Vegetables,350,20.0,27,Amber Cox,2025-02-20 16:48:00
2024-07-05,18,3,60.0,Potatoes,Vegetables,350,20.0,8,Henry Clark,2025-02-20 16:48:00
2024-07-14,18,2,40.0,Potatoes,Vegetables,350,20.0,26,Zachary Bennett,2025-02-20 16:48:00
2024-07-22,18,4,80.0,Potatoes,Vegetables,350,20.0,3,Charlie Brown,2025-02-20 16:48:00
2024-07-23,18,4,80.0,Potatoes,Vegetables,350,20.0,30,Daniel Phillips,2025-02-20 16:48:00
2024-10-14,19,4,72.0,Onions,Vegetables,330,18.0,9,Isabella Hall,2025-02-20 16:48:00
2024-10-27,19,2,36.0,Onions,Vegetables,330,18.0,17,Quinn Perez,2025-02-20 16:48:00
2024-10-18,19,1,18.0,Onions,Vegetables,330,18.0,31,Ethan Brooks,2025-02-20 17:12:13
2024-09-14,19,4,72.0,Onions,Vegetables,330,18.0,9,Isabella Hall,2025-02-20 16:48:00
2024-09-27,19,2,36.0,Onions,Vegetables,330,18.0,17,Quinn Perez,2025-02-20 16:48:00
2024-09-20,19,1,18.0,Onions,Vegetables,330,18.0,31,Ethan Brooks,2025-02-20 17:12:13
2024-09-19,19,2,36.0,Onions,Vegetables,330,18.0,19,Sophia Martin,2025-02-20 16:48:00
2024-09-28,19,1,18.0,Onions,Vegetables,330,18.0,36,Jessica Reed,2025-02-20 17:12:13
2024-08-19,19,2,36.0,Onions,Vegetables,330,18.0,19,Sophia Martin,2025-02-20 16:48:00
2024-08-28,19,1,18.0,Onions,Vegetables,330,18.0,36,Jessica Reed,2025-02-20 17:12:13
2024-08-18,19,1,18.0,Onions,Vegetables,330,18.0,19,Sophia Martin,2025-02-20 16:48:00
2024-08-21,19,2,36.0,Onions,Vegetables,330,18.0,36,Jessica Reed,2025-02-20 17:12:13
2024-08-19,19,1,18.0,Onions,Vegetables,330,18.0,19,Sophia Martin,2025-02-20 16:48:00
2024-07-10,19,1,18.0,Onions,Vegetables,330,18.0,19,Sophia Martin,2025-02-20 16:48:00
2024-07-18,19,3,54.0,Onions,Vegetables,330,18.0,35,Ian Porter,2025-02-20 17:12:13
2024-07-27,19,1,18.0,Onions,Vegetables,330,18.0,13,Mia Scott,2025-02-20 16:48:00
2024-07-31,19,3,54.0,Onions,Vegetables,330,18.0,21,Uma Thompson,2025-02-20 16:48:00
2024-07-13,19,1,18.0,Onions,Vegetables,330,18.0,40,Natalie Cooper,2025-02-20 17:12:13
2024-10-18,20,3,66.0,Carrots,Vegetables,280,22.0,11,Katie Young,2025-02-20 16:48:00
2024-10-29,20,5,110.0,Carrots,Vegetables,280,22.0,19,Sophia Martin,2025-02-20 16:48:00
2024-10-18,20,2,44.0,Carrots,Vegetables,280,22.0,31,Ethan Brooks,2025-02-20 17:12:13
2024-09-18,20,3,66.0,Carrots,Vegetables,280,22.0,11,Katie Young,2025-02-20 16:48:00
2024-09-29,20,5,110.0,Carrots,Vegetables,280,22.0,19,Sophia Martin,2025-02-20 16:48:00
2024-09-20,20,2,44.0,Carrots,Vegetables,280,22.0,31,Ethan Brooks,2025-02-20 17:12:13
2024-09-10,20,4,88.0,Carrots,Vegetables,280,22.0,10,Jack Allen,2025-02-20 16:48:00
2024-09-28,20,1,22.0,Carrots,Vegetables,280,22.0,28,Brian Rivera,2025-02-20 16:48:00
2024-08-10,20,4,88.0,Carrots,Vegetables,280,22.0,10,Jack Allen,2025-02-20 16:48:00
2024-08-28,20,1,22.0,Carrots,Vegetables,280,22.0,28,Brian Rivera,2025-02-20 16:48:00
2024-08-30,20,2,44.0,Carrots,Vegetables,280,22.0,10,Jack Allen,2025-02-20 16:48:00
2024-08-05,20,3,66.0,Carrots,Vegetables,280,22.0,28,Brian Rivera,2025-02-20 16:48:00
2024-08-10,20,2,44.0,Carrots,Vegetables,280,22.0,10,Jack Allen,2025-02-20 16:48:00
2024-08-28,20,3,66.0,Carrots,Vegetables,280,22.0,28,Brian Rivera,2025-02-20 16:48:00
2024-07-05,20,2,44.0,Carrots,Vegetables,280,22.0,9,Isabella Hall,2025-02-20 16:48:00
2024-07-14,20,3,66.0,Carrots,Vegetables,280,22.0,27,Amber Cox,2025-02-20 16:48:00
2024-07-23,20,2,44.0,Carrots,Vegetables,280,22.0,4,David Williams,2025-02-20 16:48:00
2024-07-22,20,2,44.0,Carrots,Vegetables,280,22.0,31,Ethan Brooks,2025-02-20 17:12:13
